rubisco	21_COG1850	28.85	364	242	7	52	1092	51	396	6e-27	 115
rubisco	86_COG1850	27.95	365	245	7	52	1092	50	395	7e-27	 115
rubisco	133_COG1850	27.20	364	248	6	52	1092	51	396	2e-26	 114
rubisco	66_COG1850	28.77	365	242	7	52	1092	54	399	2e-26	 114
rubisco	129_COG1850	30.09	319	218	6	52	993	54	353	3e-26	 113
rubisco	103_COG1850	27.35	351	237	7	52	1050	50	381	6e-26	 112
rubisco	94_COG1850	27.71	350	236	7	52	1050	88	419	6e-26	 112
rubisco	83_COG1850	29.13	309	215	6	4	918	8	297	6e-26	 112
rubisco	56_COG1850	31.13	318	215	8	52	993	87	386	6e-26	 112
rubisco	20_COG1850	32.46	228	150	4	247	918	78	301	6e-26	 112
rubisco	64_COG1850	27.40	365	247	8	52	1092	51	402	8e-26	 112
rubisco	62_COG1850	30.19	308	210	6	52	960	54	342	8e-26	 112
rubisco	101_COG1850	26.92	364	249	6	52	1092	50	395	1e-25	 111
rubisco	23_COG1850	27.42	310	220	6	4	918	8	298	1e-25	 111
rubisco	92_COG1850	28.57	308	215	6	52	960	50	338	1e-25	 111
rubisco	63_COG1850	27.89	355	238	8	40	1050	44	385	2e-25	 110
rubisco	55_COG1850	29.56	318	220	7	52	993	54	353	5e-25	 109
rubisco	19_COG1850	31.44	229	153	4	244	918	73	297	1e-24	 108
rubisco	18_COG1850	31.44	229	153	4	244	918	64	288	1e-24	 108
rubisco	78_COG1850	30.50	318	217	7	52	993	53	352	3e-24	 107
rubisco	42_COG1850	27.80	313	221	5	52	975	42	336	3e-24	 107
rubisco	45_COG1850	26.01	323	228	5	40	975	15	336	4e-24	 106
rubisco	22_COG1850	26.80	347	236	6	64	1050	46	374	6e-24	 105
rubisco	13_COG1850	26.80	347	236	6	64	1050	46	374	6e-24	 105
rubisco	122_COG1850	27.44	317	225	6	40	975	38	336	2e-23	 104
rubisco	105_COG1850	33.91	233	151	4	361	1050	97	319	2e-23	 103
rubisco	50_COG1850	28.73	275	181	5	148	927	30	303	3e-23	 103
rubisco	99_COG1850	28.19	227	159	2	292	960	104	330	4e-23	 103
rubisco	126_COG1850	27.51	309	219	5	64	975	46	336	1e-22	 101
rubisco	65_COG1850	27.48	313	222	5	52	975	42	336	1e-22	 101
rubisco	95_COG1850	31.69	243	163	5	355	1074	95	327	1e-22	 101
rubisco	109_COG1850	26.62	308	221	5	67	975	47	336	2e-22	 100
rubisco	91_COG1850	37.57	189	115	4	361	918	97	277	5e-22	99.4
rubisco	61_COG1850	26.18	317	229	5	40	975	38	336	5e-22	99.4
rubisco	100_COG1850	32.35	272	172	7	139	918	17	277	1e-21	98.2
rubisco	116_COG1850	28.40	243	169	3	262	975	93	335	2e-21	97.8
rubisco	118_COG1850	27.57	243	171	3	262	975	93	335	2e-21	97.4
rubisco	117_COG1850	27.57	243	171	3	262	975	93	335	2e-21	97.4
rubisco	114_COG1850	27.57	243	171	3	262	975	93	335	2e-21	97.4
rubisco	31_COG1850	26.44	295	206	4	109	960	43	337	2e-21	97.4
rubisco	30_COG1850	26.10	295	207	4	109	960	43	337	2e-21	97.4
rubisco	87_COG1850	32.26	248	165	5	361	1095	98	335	6e-21	95.9
rubisco	138_COG1850	27.16	243	172	3	262	975	93	335	8e-21	95.5
rubisco	119_COG1850	27.16	243	172	3	262	975	93	335	1e-20	95.1
rubisco	59_COG1850	25.91	301	212	4	106	975	36	336	1e-20	95.1
rubisco	137_COG1850	27.16	243	172	3	262	975	98	340	3e-20	93.6
rubisco	125_COG1850	25.62	281	191	4	262	1050	93	373	3e-20	93.6
rubisco	120_COG1850	27.16	243	172	3	262	975	98	340	3e-20	93.6
rubisco	16_COG1850	28.70	230	160	4	241	918	71	296	3e-20	93.6
rubisco	127_COG1850	26.06	284	199	4	109	927	45	328	4e-20	93.2
rubisco	136_COG1850	26.41	284	198	4	109	927	39	322	7e-20	92.4
rubisco	54_COG1850	26.89	238	169	3	262	960	94	331	7e-20	92.4
rubisco	139_COG1850	26.10	295	207	4	109	960	44	338	1e-19	91.7
rubisco	15_COG1850	27.83	230	162	4	241	918	71	296	2e-19	90.9
rubisco	17_COG1850	27.39	230	163	4	241	918	71	296	4e-19	89.7
rubisco	9_COG1850	27.39	230	163	4	241	918	71	296	4e-19	89.7
rubisco	37_COG1850	27.39	230	163	4	241	918	71	296	6e-19	89.4
rubisco	24_COG1850	27.39	230	163	4	241	918	71	296	6e-19	89.4
rubisco	10_COG1850	27.39	230	163	4	241	918	71	296	6e-19	89.4
rubisco	8_COG1850	27.39	230	163	4	241	918	71	296	6e-19	89.4
rubisco	7_COG1850	25.67	300	218	5	64	948	54	335	6e-19	89.4
rubisco	75_COG1850	26.75	243	173	3	262	975	93	335	7e-19	89.0
rubisco	58_COG1850	26.75	243	173	3	262	975	93	335	7e-19	89.0
rubisco	131_COG1850	25.67	300	218	5	64	948	54	335	1e-18	88.2
rubisco	76_COG1850	26.75	243	173	3	262	975	93	335	2e-18	87.4
rubisco	69_COG1850	26.75	243	173	3	262	975	93	335	2e-18	87.4
rubisco	82_COG1850	26.75	243	173	3	262	975	93	335	3e-18	87.0
rubisco	77_COG1850	25.65	308	224	5	67	975	46	335	3e-18	87.0
rubisco	74_COG1850	25.65	308	224	5	67	975	46	335	3e-18	87.0
rubisco	70_COG1850	25.65	308	224	5	67	975	46	335	3e-18	87.0
rubisco	67_COG1850	25.65	308	224	5	67	975	46	335	3e-18	87.0
rubisco	1_COG1850	25.65	308	224	5	67	975	46	335	3e-18	87.0
rubisco	68_COG1850	25.65	308	224	5	67	975	46	335	5e-18	86.3
rubisco	53_COG1850	27.25	334	234	8	118	1092	16	335	6e-18	85.9
rubisco	134_COG1850	26.75	243	173	3	262	975	100	342	8e-18	85.5
rubisco	25_COG1850	26.52	230	165	4	241	918	71	296	8e-18	85.5
rubisco	41_COG1850	26.33	319	223	6	115	1035	16	321	1e-17	85.1
rubisco	110_COG1850	28.80	250	172	6	361	1092	96	333	1e-14	74.7
rubisco	111_COG1850	26.35	444	301	13	1	1254	18	438	7e-14	72.4
rubisco	104_COG1850	27.31	443	300	14	1	1263	18	442	1e-12	68.2
rubisco	98_COG1850	28.25	269	174	9	358	1107	123	390	1e-12	68.2
rubisco	90_COG1850	29.87	318	204	9	358	1254	123	439	1e-11	64.7
rubisco	88_COG1850	27.05	440	299	14	1	1254	18	439	1e-11	64.7
rubisco	132_COG1850	28.00	425	281	14	55	1254	34	438	3e-11	63.9
rubisco	123_COG1850	28.32	339	224	10	295	1254	101	438	3e-11	63.5
rubisco	96_COG1850	22.86	398	278	11	1	1107	18	390	2e-10	61.2
rubisco	124_COG1850	27.88	330	219	9	322	1254	110	438	2e-09	57.8
rubisco	107_COG1850	27.73	339	226	10	295	1254	101	438	2e-08	54.7
rubisco	80_COG1850	28.28	244	157	11	301	978	103	340	1e-07	51.6
rubisco	36_COG1850	30.00	190	124	8	451	993	156	339	6e-07	49.3
rubisco	108_COG1850	26.67	225	150	9	301	930	104	323	1e-04	41.6
